News,Fake
"['liberia', 'girl', 'like', 'marri', '18', 'know', 'read']",0
"['obama', 'vote', 'bush-cheney', 'energi', 'bill', 'put', 'billion', 'pocket', 'big', 'oil']",1
"['would', 'illeg', 'fulton', 'counti', 'commiss', 'rais', 'counti', 'tax', 'rate']",1
"['saidpresid', 'barack', 'obama', 'said', 'go', 'stop', 'signatur', 'strike']",0
"['say', 'nation', 'debt', 'presid', 'barack', 'obama', 'refus', 'control', 'spend', 'led', 'nation', 'credit', 'rate', 'downgrad', 'first', 'time', 'histori']",1
"['internet', 'sweepstak', 'cafe', 'legitim', 'busi', 'vet', 'found', 'complet', 'legal', 'state']",1
"['2008', 'candid', 'barack', 'obama', 'attack', 'john', 'mccain', 'propos', 'cut', 'medicar']",1
"['donna', 'campbel', 'call', 'end', 'feder', 'fund', 'educ']",1
"['palin', 'propos', 'bounti', 'sever', 'foreleg', 'kill', 'wolf']",1
"['one', 'biggest', 'pollut', 'countri', 'milwauke', 'metropolitan', 'sewerag', 'district']",0
"['say', 'unit', 'state', 'treati', 'appar', '69', 'countri', 'oblig', 'defend', 'border', 'treati', 'execut', 'treati', 'author', 'congress']",0
"['social', 'secur', '...', 'solid', '2040', 'without', 'chang', 'whatsoev']",1
"['say', 'util', 'rate', 'plan', 'estim', '50', 'percent', 'residenti', 'household', 'see', 'decreas', 'water', 'wastewat', 'bill']",1
"['say', 'mitt', 'romney', 'paul', 'ryan', 'would', 'elimin', 'guarante', 'medicar']",1
"['week', 'accept', 'quarter-million-dollar', 'campaign', 'contribut', 'hospit', 'board', 'chairman', 'greg', 'abbott', 'went', 'court', 'victim', 'drug-tak', 'neurosurgeon']",1
"['fire', 'marshal', 'said', 'oh', 'cant', 'allow', 'peopl', '...', 'reason', 'wont', 'let', 'dont', 'know', 'hell', 'theyr']",0
"['teach', 'common', 'core', 'standard', 'florida', 'school', 'sinc', '2010']",0
"['say', 'gov', 'jeb', 'bush', 'veto', 'quion', 'plan', 'taxat', 'without', 'represent', 'larg', 'scale']",1
"['say', 'crime', 'statist', 'show', 'black', 'kill', '81', 'percent', 'white', 'homicid', 'victim']",0
"['your', 'guatemala', 'found', 'illeg', 'mexico', 'automat', 'jail']",0
"['oil', 'drill', 'virginia', 'coast']",0
"['say', 'texa', '15th', 'largest', 'economi', 'world']",1
"['congress', 'vote', 'condemn', 'iran', 'sentenc', 'christian', 'pastor', 'death', 'u', 'rep', 'loi', 'capp', 'member', 'vote']",0
"['mayor', 'everi', 'year', 'offic', 'reduc', 'tax']",1
"['say', 'mark', 'hass', 'rais', 'tax', 'billion', 'singl', 'day']",1
"['six', 'institut', 'countri', 'control', 'two', 'third', 'capit']",0
"['bruce', 'rauner', 'record', 'fulli', 'support', 'trump', 'candidaci', 'document', 'avail']",1
"['state', 'pension', 'fund', 'staffer', 'lost', 'billion', 'sink', 'gave', 'bonus']",0
"['austin', 'school', 'district', 'calendar', 'list', '64', 'differ', 'date', 'either', 'state-mand', 'test', 'make-up', 'test']",0
"['newspap', 'endors', 'alex', 'sink', 'also', 'endors', 'barack', 'obama']",1
"['wors', 'third', 'world', 'countri', 'term', 'water', 'qualiti', 'way', 'treat', 'sewag']",1
"['john', 'mccain', 'propos', 'tax', 'cut', 'would', 'give', 'averag', 'fortun', '500', 'ceo', 'addit', '000', 'tax', 'cut']",1
"['say', 'presid', 'barack', 'obama', 'want', 'rais', 'lowest', 'incom', 'tax', 'rate', '10', '15', 'percent']",0
"['say', 'scott', 'walker', 'elimin', 'offic', 'econom', 'develop', 'middl', 'recess']",1
"['say', 'schaufler', 'democrat', 'vote', 'stop', 'state', 'health', 'care', 'reform', 'plan']",0
"['typic', 'minimum', 'wage', 'earner', 'america', 'teenag', 'live', 'parent', 'middl', 'class', 'famili']",0
"['travel', 'even', 'babi', 'arriv', 'u', 'air', 'must', 'passport']",1
"['say', '6th', 'hard', 'dollar', 'rais', 'cash', 'hand', 'governor', 'john', 'kasich', 'chri', 'christi', 'combin']",1
"['right', 'spend', 'all-tim', 'high', 'close', '25', 'percent', 'gdp', 'spent', 'feder', 'govern', 'revenu', 'almost', 'all-tim', 'low', '15', 'percent', 'gdp']",1
"['earlier', 'year', 'head', 'congression', 'budget', 'offic', 'testifi', 'congress', 'implement', 'obamacar', 'would', 'cost', '800,000', 'job']",0
"['accord', 'recent', 'poll', 'young', 'republican', 'enrol', 'parent', 'health', 'insur', 'plan', 'young', 'democrat']",1
"['tailpip', 'emiss', 'rule', 'fulli', 'implement', 'regul', 'go', 'keep', 'temperatur', 'rise', 'nearli', 'five', 'one-hundredth', 'degre', 'fahrenheit', '2050']",1
"['issu', 'issu', 'realli', 'hard', 'explain', 'understand', 'vote', 'present', '. . .', 'anytim', 'anyon', 'rais', ""there'"", 'alway', 'kind', 'explan']",1
"['feder', 'law', 'obamacar', 'navig', 'bar', 'even', 'requir', 'screen', 'convict', 'felon', 'includ', 'individu', 'convict', 'ident', 'theft', 'fraud']",1
"['michael', 'thurmond', 'author', 'major', 'legisl', 'provid', 'million', 'tax', 'relief', 'georgia', 'senior', 'citizen', 'work', 'famili']",1
"['breed', 'pit', 'bull', 'often', 'associ', 'aggress', 'behavior']",1
"['say', 'marco', 'rubio', 'would', 'take', 'away', 'woman', 'right', 'choos', 'victim', 'rape', 'incest']",1
"['dekalb', 'counti', 'graduat', 'five', 'polic', 'academi', 'three', 'fire', 'academi', 'help', 'reach', 'ambiti', 'hire', 'goal', 'depart']",1
"['say', 'presid', 'barack', 'obama', 'parent', 'communist']",0
"['harvard', 'studi', 'find', 'state', 'gun', 'law', 'fewest', 'gun', 'death']",1
"['none', 'million', 'citi', 'austin', 'propos', 'spend', 'road', 'project', 'use', 'add', 'new', 'lane', 'congest', 'roadway']",0
"['rep', 'bob', 'goodlatt', 'balanc', 'budgetamend', 'requir', 'balanc', 'budget']",0
"['dan', 'sullivan', 'wrote', 'bill', 'cut', 'alaskan', 'decis', 'hunt', 'fish']",1
"['school', 'uniform', 'polici', 'help', 'school', 'safeti', 'help', 'truanci']",1
"['say', 'constitut', 'amend', 'would', 'help', 'stop', 'unfair', 'doubl', 'taxat', 'real', 'estat']",1
"['john', 'mccain', 'accus', 'barack', 'obama', 'let', 'infant', 'die']",0
"['sherrod', 'brown', 'vote', 'six', 'time', 'rais', 'pay']",0
"['size', 'feder', 'govern', 'doubl', 'sinc', 'year', '2000']",0
"['latest', 'unemploy', 'number', 'shown', 'nearli', '315,000', 'american', 'simpli', 'given', 'hope', 'come', 'find', 'job']",0
"['chang', 'georgia', 'tax', 'fee', 'structur', 'overal', 'tax', 'cut']",1
"['say', 'obama', 'want', 'redesign', 'american', 'flag', 'better', 'offer', 'enemi', 'hope', 'love']",0
"['gun', 'homicid', '49', 'percent', 'past', '12', 'year']",0
"['say', 'vote', 'disast', 'relief', 'full', 'fund', 'fema']",1
"['thirteen', 'hundr', 'applic', 'rhode', 'island', 'sign', 'insur', 'obamacar']",1
"['there', 'money', 'social', 'secur']",0
"['say', 'cost', 'massachusett', 'taxpay', '000', 'mitt', 'romney', 'staff', 'purchas', 'comput', 'hard', 'drive']",0
"['support', 'gay', 'marriag']",0
"['republican-l', 'soften', 'firearm', 'train', 'rule', 'mean', 'untrain', 'individu', 'would', 'allow', 'carri', 'gun', 'state', 'permit']",1
"['say', 'juli', 'parrish', 'vote', 'divert', 'million', 'public', 'school', 'privat', 'for-profit', 'school']",0
"['employ', 'mandat', 'affect', '5', 'percent', 'busi', 'countri']",1
"['studi', 'state', '70', 'percent', 'traffic', 'sellwood', 'bridg', 'clackama', 'counti', 'thoroughli', 'debunk', 'oregonian']",0
"['recent', 'seen', 'govern', 'debt', 'grow', '4', 'trillion', 'first', '29', 'month', 'obama', 'administr', 'equival', 'billion', 'per', 'day']",1
"['clinton', 'rais', 'money', 'washington', 'lobbyist', '...', 'health', 'industri', 'drug', 'compani', 'health', 'insur', 'compani', 'defens', 'industri']",1
"['bush-era', 'tax', 'cut', 'expir', 'schedul', 'budget', 'close', 'balanc', 'four', 'year']",0
"['say', 'scott', 'brown', 'carri', 'big', 'oil', 'baggag', 'collect', '000', 'campaign', 'contribut']",1
"['60', 'percent', 'peopl', 'america', 'support', 'plan', 'parenthood', '11', 'percent', 'approv', 'congress']",1
"['major', 'support', 'democrat', 'health', 'care', 'plan']",0
"['know', 'social', 'scienc', 'children', 'best', 'mom', 'dad']",0
"['05', '09', 'weve', '1,100', 'soldier', 'commit', 'suicid', 'one', 'everi', '36', 'hour']",1
"['say', 'million', 'gap', 'stadium', 'fund', 'forc', 'portland', 'beaver', 'leav']",1
"['murder', 'went', 'romney', 'governor', 'robberi', 'went', 'violent', 'crime', 'went']",1
"['28', 'member', 'nato', 'pledg', 'spend', 'least', '2', 'percent', 'economi', 'defens', 'three', 'countri', 'britain', 'greec', 'us']",1
"['scott', 'walker', 'wisconsin', 'move', '16th', 'third', 'percentag', 'peopl', 'student', 'loan', 'debt']",0
"['nine', '10', 'poorest', 'state', 'red', 'state']",1
"['public', 'employe', 'retir', 'system', 'make', 'millionair', 'oregon', 'state', 'lotteri']",1
"['say', 'put', 'boot', 'u', 'mexico', 'border', 'time', 'histori', 'illeg', 'cross', 'nearli', '80', 'percent', 'peak', '2000']",1
"['wisconsin', 'union', 'essenti', 'give', 'unlimit', 'contribut', 'polit', 'parti', 'busi', 'cant', 'give']",1
"['sponsor', 'new', 'buy', 'american', 'law']",0
"['say', 'berni', 'sander', 'larg', 'reliabl', 'support', 'nra']",0
"['fund', 'feder', 'health', 'care', 'law', 'without', 'tax', 'hike', 'requir', 'state', 'cut', 'nearli', 'quarter', 'annual', 'budget']",0
"['hillari', 'clinton', 'say', 'want', 'rais', 'tax', 'middl', 'class']",0
"['one', 'person', 'sneez', 'goe', 'way', 'aircraft']",0
"['test', 'last', 'month', 'max', 'station', '162nd', 'avenu', 'east', 'burnsid', 'saw', 'crime', '41', 'percent', 'compar', 'decemb', '2009']",1
"['republican', 'actual', 'doctor', 'email', 'administr', 'offici', 'benghazi', 'releas', 'press', 'tri', 'pass', 'real']",0
"['say', 'new', 'gop', 'wisconsin', 'assembl', 'member', 'vote', 'take', 'fund', 'away', 'public', 'school', 'district', 'give', 'privat', 'milwauke', 'voucher', 'school']",0
"['gov', 'lawton', 'chile', 'said', 'becom', '...', 'becom', 'speaker', 'hous', 'would', 'worst', 'nightmar']",1
"['atlanta', 'mayor', 'kasim', 'reed', 'want', 'like', 'bull', 'connor']",0
"['governor', 'take', 'fiscal', 'advic', '. ...', 'first', 'fiscal', 'quarter', 'year', 'weve', 'seen', '13.5', 'percent', 'increas', 'spend', 'double-digit', 'spend', 'execut', 'branch', 'state', 'texa']",1
"['follow', '2009', 'session', 'texa', 'hous', 'speaker', 'joe', 'strau', 'acknowledg', 'thank', 'tireless', 'effort', 'plan', 'parenthood', 'nation', 'premier', 'abort', 'provid']",1
"['say', 'gov', 'scott', 'walker', 'made', 'wisconsin', '2nd', 'nation', 'lose', 'job']",0
"['gov', 'rick', 'scott', 'sign', 'law', 'bill', 'give', 'florida', 'public', 'offici', 'easi', 'way', 'avoid', 'disclos', 'person', 'financ']",1
"['ohio', 'today', 'fewest', 'number', 'state', 'employe', 'sinc', 'reagan', 'administr']",1
"['worst', 'job', 'recoveri', 'sinc', 'great', 'depress']",0
"['sellwood', 'bridg', 'replac', 'shut', 'within', 'eight', 'year']",0
"['say', 'jim', 'renacci', 'ran', 'washington', 'establish', 'elect', 'hypocrit', 'embrac', 'big', 'money', 'special', 'interest', 'fundrais']",1
"['whether', 'governor', 'massachusett', 'abl', 'appoint', 'interim', 'u', 'senat']",0
"['1950', 'corpor', 'paid', 'tax', 'everi', 'worker', 'today', 'pay', '22', 'cent', 'everi', 'worker']",0
"['last', 'four', 'year', 'economi', 'grown', 'averag', '0.9', 'percent', 'year']",0
"['rhode', 'island', 'taken', 'feder', 'medicaid', 'fund', 'shown', 'run', 'program', 'cost-effect', 'feder', 'govern']",1
"['harri', 'reid', 'vote', 'give', 'illeg', 'social', 'secur', 'benefit', 'even', 'time', 'illeg']",0
"['say', 'presid', 'obama', 'said', 'nobodi', 'made', 'guy', 'go', 'war', '. ...', 'whine', 'bear', 'cost', 'choic']",0
"['littl', '60', 'percent', 'electr', 'bill', 'electr', 'bill', '60', 'percent', 'pass-through', 'whether', 'build', 'nuclear', 'plant', 'whatev', 'may', 'plan', 'nuclear', 'plant', 'repair', 'increas', 'percentag']",1
"['district', 'columbia', 'tri', 'handgun', 'ban', 'protect', 'toddler', 'gun']",1
"['there', 'noth', 'vote', 'instruct', 'weve', 'get', 'last', 'sever', 'elect', 'let', 'know', 'limit', 'master', 'lever']",0
"['rais', 'tax']",0
"['obamacar', 'slush', 'fund', 'paid', 'spay', 'neuter', 'dog', 'cat', 'count', 'anti-obes', 'campaign']",0
"['thousand', 'american', 'kill', 'illeg', 'immigr']",1
"['current', 'abil', 'vet', 'peopl', 'refer', 'syrian', 'refuge']",0
"['bill', 'save', 'teacher', 'job', 'complet', 'paid', 'close', 'corpor', 'tax', 'loophol']",0
"['say', 'georg', 'w', 'bush', 'administr', 'lose', 'million', 'job', 'per', 'month', 'barack', 'obama', 'three', 'year', 'gain', 'hundr', 'thousand', 'job', 'per', 'month']",0
"['u', 'govern', 'account', 'offic', 'report', 'say', 'plan', 'parenthood', 'feder', 'america', 'cannot', 'find', '3', 'billion', 'given', 'feder', 'govern', '2002', '2008']",0
"['administr', 'gov', 'scott', 'walker', 'northern', 'wisconsin', 'mine', 'economi', 'move', 'forward', 'peopl', 'get', 'good', 'high-pay', 'job']",0
"['obamacar', 'prevent', 'florida', 'regul', 'insur']",0
"['got', 'quonset', 'busi', 'park', 'free', 'get', 'zero', 'dollar', 'state', 'coffer', 'fact', 'produc', 'job']",1
"['super', 'bowl', 'sunday', 'highest', 'rate', 'domest', 'violenc']",0
"['peopl', 'without', 'health', 'care', 'sinc', 'georg', 'bush', 'took', 'offic', 'children', 'poverti', 'sinc', 'georg', 'bush', 'took', 'offic']",1
"['georgia', '9th', 'highest', 'rate', 'adult', 'age', '18', '64', 'without', 'high', 'school', 'diploma', 'ged']",1
"[""we'v"", 'lost', '5,000', 'american', 'afghanistan', 'iraq', 'plu', 'civilian', 'kill']",1
"['mandat', 'health', 'care', 'coverag']",0
"['sinc', 'presid', 'obama', 'took', 'offic', '88,000', 'ohio', 'worker', 'lost', 'job']",1
"['say', 'ron', 'johnson', 'vote', 'five', 'time', 'tax', 'break', 'help', 'compani', 'ship', 'wisconsin', 'job', 'oversea']",0
"['say', 'led', 'effort', 'build', 'new', 'univers', 'wisconsin-milwauke', 'engin', 'campu', 'wauwatosa']",0
"['seven', 'investig', 'benghazi', 'led', 'mostli', 'republican', 'congress', 'conclud', 'nobodi', 'anyth', 'wrong', 'chang', 'could', 'make']",1
"['creat', 'flat', 'tax', 'state', 'utah', 'took', 'state', 'number-on', 'posit', 'term', 'job', 'creation']",1
"['use', 'embryon', 'stem', 'cell', 'medic', 'research']",1
"['one-third', 'econom', 'stimulu', 'packag', 'tax', 'cut']",1
"['taxpay', 'pay', '000', 'month', 'hous', 'speaker', 'nanci', 'pelosi', 'district', 'offic', 'downtown', 'san', 'francisco']",1
"['sherrod', 'brown', 'oppos', 'block', 'new', 'epa', 'emiss', 'rule', 'despit', 'acknowledg', 'epa', 'cap-and-trad', 'regul', 'burdensom', 'could', 'harm', 'econom', 'growth', 'ohio']",0
"['presid', 'barack', 'obama', 'gave', 'half', 'billion', 'taxpay', 'money', 'help', 'friend', 'solyndra', 'busi', 'white', 'hous', 'knew', 'path', 'bankruptci']",0
"['went', 'back', 'obes', 'rate', 'exist', '1980', 'would', 'save', 'medicar', 'system', 'trillion', 'dollar']",0
"['im', 'candid', 'democrat', 'primari', 'actual', 'either', 'side', 'wall', 'street', 'financi', 'hedg', 'fund', 'manag', 'actual', 'run', 'ad']",0
"['jimmi', 'langevin', 'fundrais', '. . .', 'retir', 'debt', 'campaign', 'secretari', 'state', '12', 'year', 'ago']",1
"['averag', 'student', 'spend', '700', '800', 'life', 'loan', 'surcharg']",0
"['afghanistan', 'rare', 'someon', 'kill', 'action', 'kill', 'improvis', 'explos', 'devic', 'i']",0
"['say', 'feder', 'plan', 'expand', 'medicaid', 'would', 'cost', 'florida', 'taxpay', 'billion', '10', 'year']",0
"['say', 'dont', 'agre', 'mr', 'hale', 'give', 'sweep', 'break', 'develop', 'allow', 'build', 'infil', 'hous', 'without', 'pay', 'basic']",1
"['obama', 'administr', 'propos', 'mine', 'anoth', '10', 'billion', 'ton', 'wyom', 'coal', 'would', 'unleash', 'three', 'time', 'carbon', 'pollut', 'obama', 'clean', 'power', 'plan', 'would', 'even', 'save', '2030']",0
"['say', 'wendi', 'founder', 'dave', 'thoma', 'left', 'state', 'liter', 'deathb', 'avoid', 'estat', 'tax']",0
"['help', 'bring', 'peac', 'northern', 'ireland']",1
"['african-american', 'like', 'arrest', 'polic', 'sentenc', 'longer', 'prison', 'term', 'thing', 'white']",1
"['trillion', 'spent', 'anti-poverti', 'program', '2011', 'enough', 'give', 'everi', 'singl', 'poor', 'american', 'check', '000']",1
"['alway', 'oppos', 'driver', 'licens', 'illeg', 'alien']",1
"['there', 'three', 'independ', 'investig', 'bridg', 'scandal', 'said', 'christi', 'prior', 'knowledg', 'involv', 'lane', 'closur']",1
"['say', 'david', 'wu', 'presid', '137', 'month', 'oregon', 'unemploy', 'rate', 'nation', 'averag']",1
"['wisconsin', 'one', 'sever', 'state', 'chang', 'earli', 'ballot', 'think', 'youv', 'made', 'mistak']",1
"['say', 'kurt', 'schrader', 'cast', 'decid', 'vote', 'fail', 'extend', 'tax', 'cut', 'oregon', 'middle-class', 'famili', 'small', 'busi']",0
"['pakistan', '100', 'nuclear', 'warhead', 'theyr', 'rush', 'build', 'lot', 'theyll', 'great', 'britain', 'sometim', 'rel', 'near', 'futur']",1
"['new', 'feder', 'regul', 'cost', 'pinella', 'counti', 'million', 'fix', 'singl', 'ditch']",0
"['say', 'gov', 'scott', 'walker', 'openli', 'back', 'move', 'abolish', 'state', 'retir', 'system', 'convert', '401', 'k', 'style', 'plan', 'reduc', 'pension', 'least', 'third', 'current', 'retir', 'public', 'employe']",0
"['mani', '9/11', 'conspir', 'came', 'muslim', 'brotherhood', 'includ', 'osama', 'bin', 'laden', 'ayman', 'zawahiri', 'khalid', 'sheikh', 'moham']",1
"['gang', 'increas', '40', 'percent', 'sinc', 'presid', 'elect']",1
"['latest', 'evid', 'republican', 'success', 'sinc', 'begin', 'current', 'legisl', 'term', 'state', 'unemploy', 'gone', 'almost', '20', '5', 'adjust']",0
"['republican', 'mark', 'kirk', 'outsourc', 'campaign', 'super', 'pac', 'fund', 'almost', 'exclus', 'bunch', 'hedg', 'fund', 'billionair', '. ...', 'dont', 'super', 'pac']",0
"['wisconsin', 'educ', 'agenc', 'urg', 'white', 'student', 'wear', 'white', 'wristband', 'remind', 'white', 'privileg']",0
"['nuclear', 'nonprolifer', 'treati', 'enrich', 'limit', 'basic', 'weapon', 'state']",0
"['surfac', 'temperatur', 'earth', 'stabil']",0
"['sen', 'jeff', 'merkley', 'vote', 'six', 'time', 'debt']",0
"['mani', 'concert', 'would', 'taylor', 'swift', 'perform', 'pay', 'one', 'day', 'interest', 'nation', 'debt', 'would', 'perform', 'everi', 'day', 'three', 'year']",1
"['congress', 'cut', 'fund', 'slash', 'fund', 'veteran', 'benefit', 'last', 'year']",0
"['say', 'unit', 'state', 'world', 'greatest', 'health', 'care', 'system']",1
"['u', 'senat', 'candid', 'jack', 'kingston', 'request', 'earmark', 'ga', 'congressman', 'ga', 'gop', 'member', 'combin']",1
"['siemen', 'unabl', 'fill', 'approxim', '200', 'skill', 'trade', 'posit', 'metro', 'atlanta']",0
"['fifty-thre', 'percent', 'graduat', 'liber', 'art', 'colleg', 'day', 'cant', 'find', 'job']",0
"['say', 'delawar', 'counti', 'waterfront', 'properti', 'counti', 'state', 'ohio']",1
"['say', 'never', 'receiv', 'contribut', 'koch', 'brother']",0
"['john', ""mccain'"", 'health', 'care', 'plan', 'leav', 'pay', 'mccain', 'health', 'insur', 'tax']",0
"['georgia', 'led', 'nation', 'student', 'fatal', 'caus', 'motorist', 'illeg', 'pass', 'stop', 'school', 'buse']",1
"['say', 'presid', 'abrahamlincoln', 'tri', 'arm', 'slave']",0
"['deliv', 'flat', 'tax', 'state', 'took', 'state', '1', 'job', 'creation', 'due', 'respect', 'rick', 'perri', 'said', 'texa', 'littl', 'bit', 'better']",1
